,y,x,min_steps,steps_taken,is_done,extra_steps,t_min_over_t
46,0,10,20,601,False,581,0.033277870216306155
47,5,10,15,601,False,586,0.024958402662229616
48,10,10,10,601,False,591,0.016638935108153077
49,15,10,5,601,False,596,0.008319467554076539
50,20,10,10,601,False,591,0.016638935108153077
51,25,10,15,601,False,586,0.024958402662229616
52,30,10,20,601,False,581,0.033277870216306155
53,35,10,25,601,False,576,0.04159733777038269
54,40,10,30,601,False,571,0.04991680532445923
55,45,10,35,601,False,566,0.05823627287853577
56,50,10,40,601,False,561,0.06655574043261231
57,55,10,45,601,False,556,0.07487520798668885
58,60,10,50,601,False,551,0.08319467554076539
59,65,10,55,601,False,546,0.09151414309484193
60,70,10,60,601,False,541,0.09983361064891846
61,75,10,65,601,False,536,0.10815307820299501
62,80,10,70,601,False,531,0.11647254575707154
63,85,10,75,149,True,74,0.5033557046979866
64,90,10,80,601,False,521,0.13311148086522462
65,95,10,85,601,False,516,0.14143094841930118
66,100,10,90,601,False,511,0.1497504159733777
67,105,10,95,601,False,506,0.15806988352745424
68,110,10,100,601,False,501,0.16638935108153077
69,0,15,15,601,False,586,0.024958402662229616
70,5,15,10,601,False,591,0.016638935108153077
71,10,15,5,601,False,596,0.008319467554076539
72,15,15,0,601,False,601,0.0
73,20,15,5,601,False,596,0.008319467554076539
74,25,15,10,601,False,591,0.016638935108153077
75,30,15,15,601,False,586,0.024958402662229616
76,35,15,20,601,False,581,0.033277870216306155
77,40,15,25,601,False,576,0.04159733777038269
78,45,15,30,601,False,571,0.04991680532445923
79,50,15,35,601,False,566,0.05823627287853577
80,60,15,45,601,False,556,0.07487520798668885
81,65,15,50,601,False,551,0.08319467554076539
82,70,15,55,601,False,546,0.09151414309484193
83,75,15,60,601,False,541,0.09983361064891846
84,80,15,65,601,False,536,0.10815307820299501
85,85,15,70,601,False,531,0.11647254575707154
86,90,15,75,601,False,526,0.12479201331114809
87,95,15,80,601,False,521,0.13311148086522462
88,100,15,85,601,False,516,0.14143094841930118
89,105,15,90,601,False,511,0.1497504159733777
90,110,15,95,601,False,506,0.15806988352745424
91,0,20,20,601,False,581,0.033277870216306155
92,5,20,15,601,False,586,0.024958402662229616
93,10,20,10,601,False,591,0.016638935108153077
94,15,20,5,601,False,596,0.008319467554076539
95,20,20,10,601,False,591,0.016638935108153077
96,25,20,15,601,False,586,0.024958402662229616
97,30,20,20,601,False,581,0.033277870216306155
98,35,20,25,601,False,576,0.04159733777038269
99,40,20,30,601,False,571,0.04991680532445923
100,45,20,35,601,False,566,0.05823627287853577
101,50,20,40,601,False,561,0.06655574043261231
102,55,20,45,601,False,556,0.07487520798668885
103,60,20,50,601,False,551,0.08319467554076539
104,65,20,55,601,False,546,0.09151414309484193
105,70,20,60,601,False,541,0.09983361064891846
106,75,20,65,601,False,536,0.10815307820299501
107,80,20,70,601,False,531,0.11647254575707154
108,85,20,75,601,False,526,0.12479201331114809
109,90,20,80,601,False,521,0.13311148086522462
110,95,20,85,601,False,516,0.14143094841930118
111,100,20,90,601,False,511,0.1497504159733777
112,105,20,95,601,False,506,0.15806988352745424
113,110,20,100,601,False,501,0.16638935108153077
114,0,25,25,601,False,576,0.04159733777038269
115,5,25,20,601,False,581,0.033277870216306155
116,10,25,15,601,False,586,0.024958402662229616
117,15,25,10,601,False,591,0.016638935108153077
118,20,25,15,601,False,586,0.024958402662229616
119,25,25,20,601,False,581,0.033277870216306155
120,30,25,25,601,False,576,0.04159733777038269
121,35,25,30,601,False,571,0.04991680532445923
122,40,25,35,601,False,566,0.05823627287853577
123,45,25,40,601,False,561,0.06655574043261231
124,50,25,45,141,True,96,0.3191489361702128
125,55,25,50,601,False,551,0.08319467554076539
126,60,25,55,601,False,546,0.09151414309484193
127,65,25,60,601,False,541,0.09983361064891846
128,70,25,65,601,False,536,0.10815307820299501
129,75,25,70,601,False,531,0.11647254575707154
130,80,25,75,601,False,526,0.12479201331114809
131,85,25,80,601,False,521,0.13311148086522462
132,90,25,85,601,False,516,0.14143094841930118
133,95,25,90,601,False,511,0.1497504159733777
134,100,25,95,601,False,506,0.15806988352745424
135,105,25,100,601,False,501,0.16638935108153077
136,110,25,105,197,True,92,0.5329949238578681
137,0,30,30,601,False,571,0.04991680532445923
138,5,30,25,601,False,576,0.04159733777038269
139,10,30,20,601,False,581,0.033277870216306155
140,15,30,15,601,False,586,0.024958402662229616
141,20,30,20,601,False,581,0.033277870216306155
142,25,30,25,601,False,576,0.04159733777038269
143,30,30,30,601,False,571,0.04991680532445923
144,35,30,35,601,False,566,0.05823627287853577
145,40,30,40,601,False,561,0.06655574043261231
146,45,30,45,601,False,556,0.07487520798668885
147,50,30,50,601,False,551,0.08319467554076539
148,55,30,55,601,False,546,0.09151414309484193
149,60,30,60,601,False,541,0.09983361064891846
150,65,30,65,601,False,536,0.10815307820299501
151,70,30,70,601,False,531,0.11647254575707154
152,75,30,75,601,False,526,0.12479201331114809
153,80,30,80,155,True,75,0.5161290322580645
154,85,30,85,601,False,516,0.14143094841930118
155,90,30,90,601,False,511,0.1497504159733777
156,95,30,95,601,False,506,0.15806988352745424
157,100,30,100,601,False,501,0.16638935108153077
158,105,30,105,601,False,496,0.17470881863560733
159,110,30,110,601,False,491,0.18302828618968386
160,0,35,35,601,False,566,0.05823627287853577
161,5,35,30,601,False,571,0.04991680532445923
162,10,35,25,601,False,576,0.04159733777038269
163,15,35,20,601,False,581,0.033277870216306155
164,20,35,25,601,False,576,0.04159733777038269
165,25,35,30,601,False,571,0.04991680532445923
166,30,35,35,601,False,566,0.05823627287853577
167,35,35,40,601,False,561,0.06655574043261231
168,40,35,45,601,False,556,0.07487520798668885
169,45,35,50,601,False,551,0.08319467554076539
170,50,35,55,601,False,546,0.09151414309484193
171,55,35,60,601,False,541,0.09983361064891846
172,60,35,65,601,False,536,0.10815307820299501
173,65,35,70,601,False,531,0.11647254575707154
174,70,35,75,601,False,526,0.12479201331114809
175,75,35,80,601,False,521,0.13311148086522462
176,80,35,85,601,False,516,0.14143094841930118
177,85,35,90,601,False,511,0.1497504159733777
178,90,35,95,601,False,506,0.15806988352745424
179,95,35,100,601,False,501,0.16638935108153077
180,100,35,105,601,False,496,0.17470881863560733
181,105,35,110,601,False,491,0.18302828618968386
182,110,35,115,601,False,486,0.1913477537437604
183,0,40,40,601,False,561,0.06655574043261231
184,5,40,35,601,False,566,0.05823627287853577
185,10,40,30,601,False,571,0.04991680532445923
186,15,40,25,601,False,576,0.04159733777038269
187,20,40,30,601,False,571,0.04991680532445923
188,25,40,35,601,False,566,0.05823627287853577
189,30,40,40,601,False,561,0.06655574043261231
190,35,40,45,601,False,556,0.07487520798668885
191,40,40,50,601,False,551,0.08319467554076539
192,45,40,55,601,False,546,0.09151414309484193
193,50,40,60,601,False,541,0.09983361064891846
194,55,40,65,601,False,536,0.10815307820299501
195,60,40,70,601,False,531,0.11647254575707154
196,65,40,75,601,False,526,0.12479201331114809
197,70,40,80,601,False,521,0.13311148086522462
198,75,40,85,601,False,516,0.14143094841930118
199,80,40,90,601,False,511,0.1497504159733777
200,85,40,95,601,False,506,0.15806988352745424
201,90,40,100,601,False,501,0.16638935108153077
202,95,40,105,601,False,496,0.17470881863560733
203,100,40,110,601,False,491,0.18302828618968386
204,105,40,115,601,False,486,0.1913477537437604
205,110,40,120,143,True,23,0.8391608391608392
206,0,45,45,601,False,556,0.07487520798668885
207,5,45,40,601,False,561,0.06655574043261231
208,10,45,35,601,False,566,0.05823627287853577
209,15,45,30,601,False,571,0.04991680532445923
210,20,45,35,601,False,566,0.05823627287853577
211,25,45,40,601,False,561,0.06655574043261231
212,30,45,45,601,False,556,0.07487520798668885
213,35,45,50,601,False,551,0.08319467554076539
214,40,45,55,601,False,546,0.09151414309484193
215,45,45,60,601,False,541,0.09983361064891846
216,50,45,65,601,False,536,0.10815307820299501
217,55,45,70,601,False,531,0.11647254575707154
218,60,45,75,601,False,526,0.12479201331114809
219,65,45,80,601,False,521,0.13311148086522462
220,70,45,85,601,False,516,0.14143094841930118
221,75,45,90,601,False,511,0.1497504159733777
222,80,45,95,601,False,506,0.15806988352745424
223,85,45,100,601,False,501,0.16638935108153077
224,90,45,105,601,False,496,0.17470881863560733
225,95,45,110,601,False,491,0.18302828618968386
226,100,45,115,601,False,486,0.1913477537437604
227,105,45,120,601,False,481,0.19966722129783693
228,110,45,125,601,False,476,0.2079866888519135
229,0,50,50,601,False,551,0.08319467554076539
230,5,50,45,601,False,556,0.07487520798668885
231,10,50,40,601,False,561,0.06655574043261231
232,15,50,35,601,False,566,0.05823627287853577
233,20,50,40,601,False,561,0.06655574043261231
234,25,50,45,601,False,556,0.07487520798668885
235,30,50,50,601,False,551,0.08319467554076539
236,35,50,55,601,False,546,0.09151414309484193
237,40,50,60,601,False,541,0.09983361064891846
238,45,50,65,601,False,536,0.10815307820299501
239,50,50,70,601,False,531,0.11647254575707154
240,55,50,75,106,True,31,0.7075471698113207
241,60,50,80,601,False,521,0.13311148086522462
242,65,50,85,601,False,516,0.14143094841930118
243,70,50,90,601,False,511,0.1497504159733777
244,75,50,95,601,False,506,0.15806988352745424
245,80,50,100,601,False,501,0.16638935108153077
246,85,50,105,601,False,496,0.17470881863560733
247,90,50,110,601,False,491,0.18302828618968386
248,95,50,115,601,False,486,0.1913477537437604
249,100,50,120,601,False,481,0.19966722129783693
250,105,50,125,601,False,476,0.2079866888519135
251,110,50,130,113,True,-17,1.1504424778761062
252,0,55,55,601,False,546,0.09151414309484193
253,5,55,50,601,False,551,0.08319467554076539
254,10,55,45,601,False,556,0.07487520798668885
255,15,55,40,601,False,561,0.06655574043261231
256,20,55,45,601,False,556,0.07487520798668885
257,25,55,50,601,False,551,0.08319467554076539
258,30,55,55,601,False,546,0.09151414309484193
259,35,55,60,601,False,541,0.09983361064891846
260,40,55,65,601,False,536,0.10815307820299501
261,45,55,70,601,False,531,0.11647254575707154
262,50,55,75,601,False,526,0.12479201331114809
263,55,55,80,601,False,521,0.13311148086522462
264,60,55,85,162,True,77,0.5246913580246914
265,65,55,90,601,False,511,0.1497504159733777
266,70,55,95,601,False,506,0.15806988352745424
267,75,55,100,601,False,501,0.16638935108153077
268,80,55,105,601,False,496,0.17470881863560733
269,85,55,110,601,False,491,0.18302828618968386
270,90,55,115,601,False,486,0.1913477537437604
271,95,55,120,601,False,481,0.19966722129783693
272,100,55,125,601,False,476,0.2079866888519135
273,105,55,130,601,False,471,0.21630615640599002
274,110,55,135,601,False,466,0.22462562396006655
275,0,60,60,601,False,541,0.09983361064891846
276,5,60,55,601,False,546,0.09151414309484193
277,10,60,50,601,False,551,0.08319467554076539
278,15,60,45,601,False,556,0.07487520798668885
279,20,60,50,601,False,551,0.08319467554076539
280,25,60,55,601,False,546,0.09151414309484193
281,30,60,60,601,False,541,0.09983361064891846
282,35,60,65,601,False,536,0.10815307820299501
283,40,60,70,601,False,531,0.11647254575707154
284,45,60,75,601,False,526,0.12479201331114809
285,50,60,80,601,False,521,0.13311148086522462
286,55,60,85,601,False,516,0.14143094841930118
287,60,60,90,601,False,511,0.1497504159733777
288,65,60,95,601,False,506,0.15806988352745424
289,70,60,100,601,False,501,0.16638935108153077
290,75,60,105,601,False,496,0.17470881863560733
291,80,60,110,601,False,491,0.18302828618968386
292,85,60,115,601,False,486,0.1913477537437604
293,90,60,120,601,False,481,0.19966722129783693
294,95,60,125,601,False,476,0.2079866888519135
295,100,60,130,601,False,471,0.21630615640599002
296,105,60,135,601,False,466,0.22462562396006655
297,110,60,140,601,False,461,0.23294509151414308
298,0,65,65,601,False,536,0.10815307820299501
299,5,65,60,601,False,541,0.09983361064891846
300,10,65,55,601,False,546,0.09151414309484193
301,15,65,50,601,False,551,0.08319467554076539
302,20,65,55,601,False,546,0.09151414309484193
303,25,65,60,601,False,541,0.09983361064891846
304,30,65,65,601,False,536,0.10815307820299501
305,35,65,70,601,False,531,0.11647254575707154
306,40,65,75,601,False,526,0.12479201331114809
307,45,65,80,601,False,521,0.13311148086522462
308,50,65,85,145,True,60,0.5862068965517241
309,55,65,90,601,False,511,0.1497504159733777
310,60,65,95,601,False,506,0.15806988352745424
311,65,65,100,601,False,501,0.16638935108153077
312,70,65,105,601,False,496,0.17470881863560733
313,75,65,110,601,False,491,0.18302828618968386
314,80,65,115,601,False,486,0.1913477537437604
315,85,65,120,601,False,481,0.19966722129783693
316,90,65,125,601,False,476,0.2079866888519135
317,95,65,130,601,False,471,0.21630615640599002
318,100,65,135,601,False,466,0.22462562396006655
319,105,65,140,601,False,461,0.23294509151414308
320,110,65,145,601,False,456,0.24126455906821964
321,0,70,70,601,False,531,0.11647254575707154
322,5,70,65,601,False,536,0.10815307820299501
323,10,70,60,601,False,541,0.09983361064891846
324,15,70,55,601,False,546,0.09151414309484193
325,20,70,60,601,False,541,0.09983361064891846
326,25,70,65,601,False,536,0.10815307820299501
327,30,70,70,601,False,531,0.11647254575707154
328,35,70,75,601,False,526,0.12479201331114809
329,40,70,80,601,False,521,0.13311148086522462
330,45,70,85,601,False,516,0.14143094841930118
331,50,70,90,601,False,511,0.1497504159733777
332,55,70,95,601,False,506,0.15806988352745424
333,60,70,100,601,False,501,0.16638935108153077
334,65,70,105,601,False,496,0.17470881863560733
335,70,70,110,601,False,491,0.18302828618968386
336,75,70,115,601,False,486,0.1913477537437604
337,80,70,120,601,False,481,0.19966722129783693
338,85,70,125,601,False,476,0.2079866888519135
339,90,70,130,601,False,471,0.21630615640599002
340,95,70,135,601,False,466,0.22462562396006655
341,100,70,140,601,False,461,0.23294509151414308
342,105,70,145,601,False,456,0.24126455906821964
343,110,70,150,601,False,451,0.24958402662229617
344,0,75,75,601,False,526,0.12479201331114809
345,5,75,70,601,False,531,0.11647254575707154
346,10,75,65,601,False,536,0.10815307820299501
347,15,75,60,601,False,541,0.09983361064891846
348,20,75,65,601,False,536,0.10815307820299501
349,25,75,70,601,False,531,0.11647254575707154
350,30,75,75,601,False,526,0.12479201331114809
351,35,75,80,601,False,521,0.13311148086522462
352,40,75,85,601,False,516,0.14143094841930118
353,45,75,90,601,False,511,0.1497504159733777
354,50,75,95,601,False,506,0.15806988352745424
355,55,75,100,601,False,501,0.16638935108153077
356,60,75,105,601,False,496,0.17470881863560733
357,65,75,110,601,False,491,0.18302828618968386
358,70,75,115,601,False,486,0.1913477537437604
359,75,75,120,601,False,481,0.19966722129783693
360,80,75,125,601,False,476,0.2079866888519135
361,85,75,130,601,False,471,0.21630615640599002
362,90,75,135,601,False,466,0.22462562396006655
363,95,75,140,601,False,461,0.23294509151414308
364,100,75,145,601,False,456,0.24126455906821964
365,105,75,150,601,False,451,0.24958402662229617
366,110,75,155,601,False,446,0.2579034941763727
367,0,80,80,601,False,521,0.13311148086522462
368,5,80,75,601,False,526,0.12479201331114809
369,10,80,70,601,False,531,0.11647254575707154
370,15,80,65,601,False,536,0.10815307820299501
371,20,80,70,601,False,531,0.11647254575707154
372,25,80,75,159,True,84,0.4716981132075472
373,30,80,80,601,False,521,0.13311148086522462
374,35,80,85,601,False,516,0.14143094841930118
375,40,80,90,601,False,511,0.1497504159733777
376,45,80,95,601,False,506,0.15806988352745424
377,50,80,100,601,False,501,0.16638935108153077
378,55,80,105,601,False,496,0.17470881863560733
379,60,80,110,601,False,491,0.18302828618968386
380,65,80,115,601,False,486,0.1913477537437604
381,70,80,120,601,False,481,0.19966722129783693
382,75,80,125,601,False,476,0.2079866888519135
383,80,80,130,601,False,471,0.21630615640599002
384,85,80,135,601,False,466,0.22462562396006655
385,90,80,140,601,False,461,0.23294509151414308
386,95,80,145,601,False,456,0.24126455906821964
387,100,80,150,601,False,451,0.24958402662229617
388,105,80,155,601,False,446,0.2579034941763727
389,110,80,160,601,False,441,0.26622296173044924
390,0,85,85,601,False,516,0.14143094841930118
391,5,85,80,161,True,81,0.4968944099378882
392,10,85,75,601,False,526,0.12479201331114809
393,15,85,70,601,False,531,0.11647254575707154
394,20,85,75,601,False,526,0.12479201331114809
395,25,85,80,601,False,521,0.13311148086522462
396,30,85,85,601,False,516,0.14143094841930118
397,35,85,90,601,False,511,0.1497504159733777
398,40,85,95,601,False,506,0.15806988352745424
399,45,85,100,601,False,501,0.16638935108153077
400,50,85,105,601,False,496,0.17470881863560733
401,55,85,110,601,False,491,0.18302828618968386
402,60,85,115,601,False,486,0.1913477537437604
403,65,85,120,601,False,481,0.19966722129783693
404,70,85,125,601,False,476,0.2079866888519135
405,75,85,130,601,False,471,0.21630615640599002
406,80,85,135,601,False,466,0.22462562396006655
407,85,85,140,601,False,461,0.23294509151414308
408,90,85,145,601,False,456,0.24126455906821964
409,95,85,150,601,False,451,0.24958402662229617
410,100,85,155,601,False,446,0.2579034941763727
411,105,85,160,601,False,441,0.26622296173044924
412,110,85,165,601,False,436,0.27454242928452577
413,0,90,90,601,False,511,0.1497504159733777
414,5,90,85,601,False,516,0.14143094841930118
415,10,90,80,601,False,521,0.13311148086522462
416,15,90,75,601,False,526,0.12479201331114809
417,20,90,80,601,False,521,0.13311148086522462
418,25,90,85,601,False,516,0.14143094841930118
419,30,90,90,601,False,511,0.1497504159733777
420,35,90,95,601,False,506,0.15806988352745424
421,40,90,100,601,False,501,0.16638935108153077
422,45,90,105,601,False,496,0.17470881863560733
423,50,90,110,601,False,491,0.18302828618968386
424,55,90,115,601,False,486,0.1913477537437604
425,60,90,120,601,False,481,0.19966722129783693
426,65,90,125,601,False,476,0.2079866888519135
427,70,90,130,601,False,471,0.21630615640599002
428,75,90,135,601,False,466,0.22462562396006655
429,80,90,140,601,False,461,0.23294509151414308
430,85,90,145,601,False,456,0.24126455906821964
431,90,90,150,601,False,451,0.24958402662229617
432,95,90,155,601,False,446,0.2579034941763727
433,100,90,160,601,False,441,0.26622296173044924
434,105,90,165,601,False,436,0.27454242928452577
435,110,90,170,601,False,431,0.28286189683860236
436,0,95,95,601,False,506,0.15806988352745424
437,5,95,90,601,False,511,0.1497504159733777
438,10,95,85,601,False,516,0.14143094841930118
439,15,95,80,601,False,521,0.13311148086522462
440,20,95,85,601,False,516,0.14143094841930118
441,25,95,90,601,False,511,0.1497504159733777
442,30,95,95,601,False,506,0.15806988352745424
443,35,95,100,601,False,501,0.16638935108153077
444,40,95,105,601,False,496,0.17470881863560733
445,45,95,110,601,False,491,0.18302828618968386
446,50,95,115,601,False,486,0.1913477537437604
447,55,95,120,601,False,481,0.19966722129783693
448,60,95,125,601,False,476,0.2079866888519135
449,65,95,130,601,False,471,0.21630615640599002
450,70,95,135,601,False,466,0.22462562396006655
451,75,95,140,601,False,461,0.23294509151414308
452,80,95,145,601,False,456,0.24126455906821964
453,85,95,150,601,False,451,0.24958402662229617
454,90,95,155,601,False,446,0.2579034941763727
455,95,95,160,601,False,441,0.26622296173044924
456,100,95,165,601,False,436,0.27454242928452577
457,105,95,170,601,False,431,0.28286189683860236
458,110,95,175,601,False,426,0.2911813643926789
459,0,100,100,601,False,501,0.16638935108153077
460,5,100,95,601,False,506,0.15806988352745424
461,10,100,90,601,False,511,0.1497504159733777
462,15,100,85,135,True,50,0.6296296296296297
463,20,100,90,601,False,511,0.1497504159733777
464,25,100,95,601,False,506,0.15806988352745424
465,30,100,100,601,False,501,0.16638935108153077
466,35,100,105,601,False,496,0.17470881863560733
467,40,100,110,601,False,491,0.18302828618968386
468,45,100,115,601,False,486,0.1913477537437604
469,50,100,120,601,False,481,0.19966722129783693
470,55,100,125,601,False,476,0.2079866888519135
471,60,100,130,157,True,27,0.8280254777070064
472,65,100,135,601,False,466,0.22462562396006655
473,70,100,140,601,False,461,0.23294509151414308
474,75,100,145,601,False,456,0.24126455906821964
475,80,100,150,601,False,451,0.24958402662229617
476,85,100,155,601,False,446,0.2579034941763727
477,90,100,160,601,False,441,0.26622296173044924
478,95,100,165,601,False,436,0.27454242928452577
479,100,100,170,601,False,431,0.28286189683860236
480,105,100,175,601,False,426,0.2911813643926789
481,110,100,180,601,False,421,0.2995008319467554
482,0,105,105,601,False,496,0.17470881863560733
483,5,105,100,601,False,501,0.16638935108153077
484,10,105,95,130,True,35,0.7307692307692307
485,15,105,90,601,False,511,0.1497504159733777
486,20,105,95,601,False,506,0.15806988352745424
487,25,105,100,601,False,501,0.16638935108153077
488,30,105,105,601,False,496,0.17470881863560733
489,35,105,110,601,False,491,0.18302828618968386
490,40,105,115,601,False,486,0.1913477537437604
491,45,105,120,136,True,16,0.8823529411764706
492,50,105,125,601,False,476,0.2079866888519135
493,55,105,130,601,False,471,0.21630615640599002
494,60,105,135,601,False,466,0.22462562396006655
495,65,105,140,601,False,461,0.23294509151414308
496,70,105,145,601,False,456,0.24126455906821964
497,75,105,150,601,False,451,0.24958402662229617
498,80,105,155,601,False,446,0.2579034941763727
499,85,105,160,601,False,441,0.26622296173044924
500,90,105,165,601,False,436,0.27454242928452577
501,95,105,170,601,False,431,0.28286189683860236
502,100,105,175,601,False,426,0.2911813643926789
503,105,105,180,601,False,421,0.2995008319467554
504,110,105,185,601,False,416,0.30782029950083195
505,0,110,110,601,False,491,0.18302828618968386
506,5,110,105,601,False,496,0.17470881863560733
507,10,110,100,601,False,501,0.16638935108153077
508,15,110,95,601,False,506,0.15806988352745424
509,20,110,100,601,False,501,0.16638935108153077
510,25,110,105,601,False,496,0.17470881863560733
511,30,110,110,601,False,491,0.18302828618968386
512,35,110,115,601,False,486,0.1913477537437604
513,40,110,120,601,False,481,0.19966722129783693
514,45,110,125,601,False,476,0.2079866888519135
515,50,110,130,601,False,471,0.21630615640599002
516,55,110,135,601,False,466,0.22462562396006655
517,60,110,140,601,False,461,0.23294509151414308
518,65,110,145,601,False,456,0.24126455906821964
519,70,110,150,601,False,451,0.24958402662229617
520,75,110,155,601,False,446,0.2579034941763727
521,80,110,160,601,False,441,0.26622296173044924
522,85,110,165,601,False,436,0.27454242928452577
523,90,110,170,601,False,431,0.28286189683860236
524,95,110,175,601,False,426,0.2911813643926789
525,100,110,180,601,False,421,0.2995008319467554
526,105,110,185,601,False,416,0.30782029950083195
527,110,110,190,601,False,411,0.3161397670549085
528,0,115,115,601,False,486,0.1913477537437604
529,5,115,110,601,False,491,0.18302828618968386
530,10,115,105,601,False,496,0.17470881863560733
531,15,115,100,601,False,501,0.16638935108153077
532,20,115,105,601,False,496,0.17470881863560733
533,25,115,110,601,False,491,0.18302828618968386
534,30,115,115,601,False,486,0.1913477537437604
535,35,115,120,601,False,481,0.19966722129783693
536,40,115,125,601,False,476,0.2079866888519135
537,45,115,130,601,False,471,0.21630615640599002
538,50,115,135,601,False,466,0.22462562396006655
539,55,115,140,601,False,461,0.23294509151414308
540,60,115,145,601,False,456,0.24126455906821964
541,65,115,150,601,False,451,0.24958402662229617
542,70,115,155,601,False,446,0.2579034941763727
543,75,115,160,601,False,441,0.26622296173044924
544,80,115,165,601,False,436,0.27454242928452577
545,85,115,170,601,False,431,0.28286189683860236
546,90,115,175,601,False,426,0.2911813643926789
547,95,115,180,601,False,421,0.2995008319467554
548,100,115,185,601,False,416,0.30782029950083195
549,105,115,190,601,False,411,0.3161397670549085
550,110,115,195,601,False,406,0.324459234608985
551,0,120,120,601,False,481,0.19966722129783693
552,5,120,115,601,False,486,0.1913477537437604
553,10,120,110,601,False,491,0.18302828618968386
554,15,120,105,601,False,496,0.17470881863560733
555,20,120,110,601,False,491,0.18302828618968386
556,25,120,115,601,False,486,0.1913477537437604
557,30,120,120,601,False,481,0.19966722129783693
558,35,120,125,601,False,476,0.2079866888519135
559,40,120,130,601,False,471,0.21630615640599002
560,45,120,135,601,False,466,0.22462562396006655
561,50,120,140,601,False,461,0.23294509151414308
562,55,120,145,601,False,456,0.24126455906821964
563,60,120,150,601,False,451,0.24958402662229617
564,65,120,155,601,False,446,0.2579034941763727
565,70,120,160,601,False,441,0.26622296173044924
566,75,120,165,601,False,436,0.27454242928452577
567,80,120,170,601,False,431,0.28286189683860236
568,85,120,175,601,False,426,0.2911813643926789
569,90,120,180,601,False,421,0.2995008319467554
570,95,120,185,601,False,416,0.30782029950083195
571,100,120,190,601,False,411,0.3161397670549085
572,105,120,195,601,False,406,0.324459234608985
573,110,120,200,601,False,401,0.33277870216306155
574,0,125,125,601,False,476,0.2079866888519135
575,5,125,120,601,False,481,0.19966722129783693
576,10,125,115,601,False,486,0.1913477537437604
577,15,125,110,601,False,491,0.18302828618968386
578,20,125,115,601,False,486,0.1913477537437604
579,25,125,120,601,False,481,0.19966722129783693
580,30,125,125,601,False,476,0.2079866888519135
581,35,125,130,601,False,471,0.21630615640599002
582,40,125,135,601,False,466,0.22462562396006655
583,45,125,140,601,False,461,0.23294509151414308
584,50,125,145,601,False,456,0.24126455906821964
585,55,125,150,601,False,451,0.24958402662229617
586,60,125,155,601,False,446,0.2579034941763727
587,65,125,160,601,False,441,0.26622296173044924
588,70,125,165,601,False,436,0.27454242928452577
589,75,125,170,601,False,431,0.28286189683860236
590,80,125,175,601,False,426,0.2911813643926789
591,85,125,180,601,False,421,0.2995008319467554
592,90,125,185,601,False,416,0.30782029950083195
593,95,125,190,601,False,411,0.3161397670549085
594,100,125,195,601,False,406,0.324459234608985
595,105,125,200,601,False,401,0.33277870216306155
596,110,125,205,601,False,396,0.3410981697171381
597,0,130,130,601,False,471,0.21630615640599002
598,5,130,125,601,False,476,0.2079866888519135
599,10,130,120,601,False,481,0.19966722129783693
600,15,130,115,601,False,486,0.1913477537437604
601,20,130,120,601,False,481,0.19966722129783693
602,25,130,125,601,False,476,0.2079866888519135
603,30,130,130,601,False,471,0.21630615640599002
604,35,130,135,601,False,466,0.22462562396006655
605,40,130,140,601,False,461,0.23294509151414308
